RecordNumber	Zipcode	ZipCodeType	City	State	LocationType	Lat	Long	Xaxis	Yaxis	Zaxis	WorldRegion	Country	LocationText	Location	Decommisioned	TaxReturnsFiled	EstimatedPopulation	TotalWages	Notes
25971	43226	PO BOX	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25972	43227	STANDARD	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE	10749	17299	256296751	
25973	43228	STANDARD	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE	23462	39028	718906895	
25974	43228	STANDARD	NEW ROME	OH	ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"New Rome, OH"	NA-US-OH-NEW ROME	FALSE	23462	39028	718906895	
25975	43228	STANDARD	LINCOLN VILLAGE FIN UNIT	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Lincoln Village Fin Unit, OH"	NA-US-OH-LINCOLN VILLAGE FIN UNIT	FALSE	23462	39028	718906895	
25976	43229	STANDARD	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE	23163	36984	633214220	
25977	43230	STANDARD	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE	27024	44446	1248595716	
25978	43230	STANDARD	GAHANNA	OH	ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Gahanna, OH"	NA-US-OH-GAHANNA	FALSE	27024	44446	1248595716	
25979	43231	STANDARD	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE	9648	15755	303856528	
25980	43232	STANDARD	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE	19861	32615	521497874	
25981	43234	PO BOX	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25982	43235	STANDARD	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE	20689	33427	984075369	
25983	43236	PO BOX	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25984	43240	STANDARD	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE	1714	2770	85009877	
25985	43251	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25986	43251	UNIQUE	NATIONAL CITY BANK	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"National City Bank, OH"	NA-US-OH-NATIONAL CITY BANK	FALSE				
25987	43260	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25988	43260	UNIQUE	HUNTINGTON NATIONAL BANK	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Huntington National Bank, OH"	NA-US-OH-HUNTINGTON NATIONAL BANK	FALSE				
25989	43266	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25990	43266	UNIQUE	STATE DEPARTMENTS OF OHIO	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"State Departments Of Ohio, OH"	NA-US-OH-STATE DEPARTMENTS OF OHIO	FALSE				
25991	43268	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25992	43268	UNIQUE	HUNTINGTON NATIONAL BANK	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Huntington National Bank, OH"	NA-US-OH-HUNTINGTON NATIONAL BANK	FALSE				
25993	43270	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25994	43270	UNIQUE	OHIO DEPT OF TAXATION	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Ohio Dept Of Taxation, OH"	NA-US-OH-OHIO DEPT OF TAXATION	FALSE				
25995	43271	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25996	43271	UNIQUE	BANK ONE	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Bank One, OH"	NA-US-OH-BANK ONE	FALSE				
25997	43272	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
25998	43272	UNIQUE	MAIN OFFICE BOX BRM	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Main Office Box Brm, OH"	NA-US-OH-MAIN OFFICE BOX BRM	FALSE				
25999	43279	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
26000	43279	UNIQUE	SHARED ZIP CODE	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Shared Zip Code, OH"	NA-US-OH-SHARED ZIP CODE	FALSE				
26001	43287	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
26002	43287	UNIQUE	HUNTINGTON NATIONAL BANK	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Huntington National Bank, OH"	NA-US-OH-HUNTINGTON NATIONAL BANK	FALSE				
26003	43291	UNIQUE	COLUMBUS	OH	PRIMARY	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Columbus, OH"	NA-US-OH-COLUMBUS	FALSE				
26004	43291	UNIQUE	EDDIE BAUER CO	OH	NOT ACCEPTABLE	39.98	-82.98	0.09	-0.76	0.64	NA	US	"Eddie Bauer Co, OH"	NA-US-OH-EDDIE BAUER CO	FALSE				
26005	43116	STANDARD	COMMERCIAL POINT	OH	PRIMARY	39.76	-83.05	0.09	-0.76	0.63	NA	US	"Commercial Point, OH"	NA-US-OH-COMMERCIAL POINT	FALSE	622	1210	27850157	
26006	43116	STANDARD	COMMERCIAL PT	OH	ACCEPTABLE	39.76	-83.05	0.09	-0.76	0.63	NA	US	"Commercial Pt, OH"	NA-US-OH-COMMERCIAL PT	FALSE	622	1210	27850157	
26007	43811	STANDARD	CONESVILLE	OH	PRIMARY	40.18	-81.89	0.1	-0.75	0.64	NA	US	"Conesville, OH"	NA-US-OH-CONESVILLE	FALSE	407	721	11040459	
26008	45317	STANDARD	CONOVER	OH	PRIMARY	40.14	-84.03	0.07	-0.76	0.64	NA	US	"Conover, OH"	NA-US-OH-CONOVER	FALSE	528	959	16799134	
26009	45317	STANDARD	LENA	OH	NOT ACCEPTABLE	40.14	-84.03	0.07	-0.76	0.64	NA	US	"Lena, OH"	NA-US-OH-LENA	FALSE	528	959	16799134	
26010	45723	STANDARD	COOLVILLE	OH	PRIMARY	39.22	-81.79	0.11	-0.76	0.63	NA	US	"Coolville, OH"	NA-US-OH-COOLVILLE	FALSE	1560	2869	46023705	
26011	45723	STANDARD	TORCH	OH	ACCEPTABLE	39.22	-81.79	0.11	-0.76	0.63	NA	US	"Torch, OH"	NA-US-OH-TORCH	FALSE	1560	2869	46023705	
26012	45739	PO BOX	HOCKINGPORT	OH	PRIMARY	39.19	-81.75	0.11	-0.76	0.63	NA	US	"Hockingport, OH"	NA-US-OH-HOCKINGPORT	FALSE				
26013	43730	STANDARD	CORNING	OH	PRIMARY	39.6	-82.08	0.1	-0.76	0.63	NA	US	"Corning, OH"	NA-US-OH-CORNING	FALSE	1036	1903	28176104	
26014	43730	STANDARD	HEMLOCK	OH	ACCEPTABLE	39.6	-82.08	0.1	-0.76	0.63	NA	US	"Hemlock, OH"	NA-US-OH-HEMLOCK	FALSE	1036	1903	28176104	
26015	43730	STANDARD	RENDVILLE	OH	ACCEPTABLE	39.6	-82.08	0.1	-0.76	0.63	NA	US	"Rendville, OH"	NA-US-OH-RENDVILLE	FALSE	1036	1903	28176104	
26016	43812	STANDARD	COSHOCTON	OH	PRIMARY	40.26	-81.84	0.1	-0.75	0.64	NA	US	"Coshocton, OH"	NA-US-OH-COSHOCTON	FALSE	8965	15393	240178803	
26017	43828	PO BOX	KEENE	OH	PRIMARY	40.34	-81.86	0.1	-0.75	0.64	NA	US	"Keene, OH"	NA-US-OH-KEENE	FALSE				
26018	43836	PO BOX	PLAINFIELD	OH	PRIMARY	40.2	-81.71	0.1	-0.75	0.64	NA	US	"Plainfield, OH"	NA-US-OH-PLAINFIELD	FALSE				
26019	45318	STANDARD	COVINGTON	OH	PRIMARY	40.11	-84.35	0.07	-0.76	0.64	NA	US	"Covington, OH"	NA-US-OH-COVINGTON	FALSE	2637	4627	85581372	
26020	43731	STANDARD	CROOKSVILLE	OH	PRIMARY	39.76	-82.09	0.1	-0.76	0.63	NA	US	"Crooksville, OH"	NA-US-OH-CROOKSVILLE	FALSE	2238	4045	59443588	
26021	43013	STANDARD	CROTON	OH	PRIMARY	40.23	-82.7	0.09	-0.75	0.64	NA	US	"Croton, OH"	NA-US-OH-CROTON	FALSE	568	1038	19840295	
26022	45623	STANDARD	CROWN CITY	OH	PRIMARY	38.58	-82.28	0.1	-0.77	0.62	NA	US	"Crown City, OH"	NA-US-OH-CROWN CITY	FALSE	1315	2494	37518757	
26023	45114	PO BOX	CUBA	OH	PRIMARY	39.36	-83.84	0.08	-0.76	0.63	NA	US	"Cuba, OH"	NA-US-OH-CUBA	FALSE				
26024	43732	STANDARD	CUMBERLAND	OH	PRIMARY	39.85	-81.65	0.11	-0.75	0.64	NA	US	"Cumberland, OH"	NA-US-OH-CUMBERLAND	FALSE	775	1435	20948646	
26025	45724	STANDARD	CUTLER	OH	PRIMARY	39.4	-81.77	0.11	-0.76	0.63	NA	US	"Cutler, OH"	NA-US-OH-CUTLER	FALSE	671	1242	21621758	
26026	43014	STANDARD	DANVILLE	OH	PRIMARY	40.44	-82.26	0.1	-0.75	0.64	NA	US	"Danville, OH"	NA-US-OH-DANVILLE	FALSE	1409	2593	35678333	
26027	45390	STANDARD	UNION CITY	OH	PRIMARY	40.19	-84.79	0.06	-0.76	0.64	NA	US	"Union City, OH"	NA-US-OH-UNION CITY	FALSE	1492	2663	34996671	
26028	45390	STANDARD	DAYTON	OH	ACCEPTABLE	40.19	-84.79	0.06	-0.76	0.64	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	1492	2663	34996671	
26029	45401	PO BOX	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	375	529	11989364	
26030	45402	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	4561	6917	98361240	
26031	45403	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	6118	9944	132723664	
26032	45404	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	4466	7426	96115494	
26033	45405	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	8484	13462	199092735	
26034	45406	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	9828	15924	222157422	
26035	45406	STANDARD	TROTWOOD	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Trotwood, OH"	NA-US-OH-TROTWOOD	FALSE	9828	15924	222157422	
26036	45409	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	3215	5212	136542217	
26037	45409	STANDARD	KETTERING	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Kettering, OH"	NA-US-OH-KETTERING	FALSE	3215	5212	136542217	
26038	45409	STANDARD	MORAINE	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Moraine, OH"	NA-US-OH-MORAINE	FALSE	3215	5212	136542217	
26039	45409	STANDARD	OAKWOOD	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Oakwood, OH"	NA-US-OH-OAKWOOD	FALSE	3215	5212	136542217	
26040	45410	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	6734	10518	172419673	
26041	45410	STANDARD	BEAVERCREEK	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Beavercreek, OH"	NA-US-OH-BEAVERCREEK	FALSE	6734	10518	172419673	
26042	45412	UNIQUE	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE				
26043	45412	UNIQUE	NATIONAL CITY BANK	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"National City Bank, OH"	NA-US-OH-NATIONAL CITY BANK	FALSE				
26044	45413	PO BOX	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE				
26045	45413	PO BOX	NORTHRIDGE	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Northridge, OH"	NA-US-OH-NORTHRIDGE	FALSE				
26046	45414	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	10415	17442	337111812	
26047	45414	STANDARD	NORTHRIDGE	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Northridge, OH"	NA-US-OH-NORTHRIDGE	FALSE	10415	17442	337111812	
26048	45415	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	6367	10591	224392966	
26049	45416	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	2771	4451	62233827	
26050	45416	STANDARD	TROTWOOD	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Trotwood, OH"	NA-US-OH-TROTWOOD	FALSE	2771	4451	62233827	
26051	45417	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	3850	6079	64148251	
26052	45418	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	TRUE	2519	4119	61852454	
26053	45418	STANDARD	MORAINE	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Moraine, OH"	NA-US-OH-MORAINE	TRUE	2519	4119	61852454	
26054	45418	STANDARD	TROTWOOD	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Trotwood, OH"	NA-US-OH-TROTWOOD	TRUE	2519	4119	61852454	
26055	45419	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	8094	13536	425408467	
26056	45419	STANDARD	KETTERING	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Kettering, OH"	NA-US-OH-KETTERING	FALSE	8094	13536	425408467	
26057	45419	STANDARD	OAKWOOD	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Oakwood, OH"	NA-US-OH-OAKWOOD	FALSE	8094	13536	425408467	
26058	45420	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	12817	20075	365530635	
26059	45420	STANDARD	KETTERING	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Kettering, OH"	NA-US-OH-KETTERING	FALSE	12817	20075	365530635	
26060	45422	UNIQUE	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE				
26061	45422	UNIQUE	MONTGOMERY CNTY ADMNSTRV	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Montgomery Cnty Admnstrv, OH"	NA-US-OH-MONTGOMERY CNTY ADMNSTRV	FALSE				
26062	45423	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE				
26063	45424	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	24300	42226	871365864	
26064	45424	STANDARD	HUBER HEIGHTS	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Huber Heights, OH"	NA-US-OH-HUBER HEIGHTS	FALSE	24300	42226	871365864	
26065	45424	STANDARD	HUBER	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Huber, OH"	NA-US-OH-HUBER	FALSE	24300	42226	871365864	
26066	45424	STANDARD	HUBER HGTS	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Huber Hgts, OH"	NA-US-OH-HUBER HGTS	FALSE	24300	42226	871365864	
26067	45424	STANDARD	HUBER HTS	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Huber Hts, OH"	NA-US-OH-HUBER HTS	FALSE	24300	42226	871365864	
26068	45426	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	7724	12385	189885800	
26069	45426	STANDARD	TROTWOOD	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Trotwood, OH"	NA-US-OH-TROTWOOD	FALSE	7724	12385	189885800	
26070	45428	PO BOX	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE				
26071	45428	PO BOX	VETERANS ADMINISTRATION	OH	NOT ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Veterans Administration, OH"	NA-US-OH-VETERANS ADMINISTRATION	FALSE				
26072	45429	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	14125	22829	578686111	
26073	45429	STANDARD	KETTERING	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Kettering, OH"	NA-US-OH-KETTERING	FALSE	14125	22829	578686111	
26074	45430	STANDARD	DAYTON	OH	PRIMARY	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Dayton, OH"	NA-US-OH-DAYTON	FALSE	3832	6737	183306872	
26075	45430	STANDARD	BEAVERCREEK	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Beavercreek, OH"	NA-US-OH-BEAVERCREEK	FALSE	3832	6737	183306872	
26076	45430	STANDARD	BEAVERCREEK TOWNSHIP	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Beavercreek Township, OH"	NA-US-OH-BEAVERCREEK TOWNSHIP	FALSE	3832	6737	183306872	
26077	45430	STANDARD	BEAVERCRK TWP	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Beavercrk Twp, OH"	NA-US-OH-BEAVERCRK TWP	FALSE	3832	6737	183306872	
26078	45430	STANDARD	KETTERING	OH	ACCEPTABLE	39.77	-84.19	0.07	-0.76	0.63	NA	US	"Kettering, OH"	NA-US-OH-KETTERING	FALSE	3832	6737	183306872	
